GCCSA_NAME21	Age	EnglishProficiency	SpeaksEnglishOnly	YearOfArrival.max	persons_born_overseas
Greater Brisbane	15-24		0	2019	10
Greater Brisbane	15-24		0	2020	7
Greater Brisbane	15-24		1		808
Greater Brisbane	15-24		1	2005	6847
Greater Brisbane	15-24		1	2010	13214
Greater Brisbane	15-24		1	2015	5683
Greater Brisbane	15-24		1	2016	746
Greater Brisbane	15-24		1	2017	781
Greater Brisbane	15-24		1	2018	893
Greater Brisbane	15-24		1	2019	1058
Greater Brisbane	15-24		1	2020	595
Greater Brisbane	15-24		1	2021	301
Greater Brisbane	15-24	Speaks English not well or not at all	0		66
Greater Brisbane	15-24	Speaks English not well or not at all	0	2005	77
Greater Brisbane	15-24	Speaks English not well or not at all	0	2010	77
Greater Brisbane	15-24	Speaks English not well or not at all	0	2015	163
Greater Brisbane	15-24	Speaks English not well or not at all	0	2016	137
Greater Brisbane	15-24	Speaks English not well or not at all	0	2017	162
Greater Brisbane	15-24	Speaks English not well or not at all	0	2018	263
Greater Brisbane	15-24	Speaks English not well or not at all	0	2019	551
Greater Brisbane	15-24	Speaks English not well or not at all	0	2020	197
Greater Brisbane	15-24	Speaks English not well or not at all	0	2021	55
Greater Brisbane	15-24	Speaks English well or very well	0		585
Greater Brisbane	15-24	Speaks English well or very well	0	2005	2706
Greater Brisbane	15-24	Speaks English well or very well	0	2010	9122
Greater Brisbane	15-24	Speaks English well or very well	0	2015	8066
Greater Brisbane	15-24	Speaks English well or very well	0	2016	2309
Greater Brisbane	15-24	Speaks English well or very well	0	2017	2764
Greater Brisbane	15-24	Speaks English well or very well	0	2018	3739
Greater Brisbane	15-24	Speaks English well or very well	0	2019	5017
Greater Brisbane	15-24	Speaks English well or very well	0	2020	1981
Greater Brisbane	15-24	Speaks English well or very well	0	2021	264
Greater Brisbane	25-34				474
Greater Brisbane	25-34			2005	25
Greater Brisbane	25-34			2010	24
Greater Brisbane	25-34			2015	38
Greater Brisbane	25-34			2016	5
Greater Brisbane	25-34			2017	7
Greater Brisbane	25-34			2018	7
Greater Brisbane	25-34			2019	21
Greater Brisbane	25-34		0		20
Greater Brisbane	25-34		0	2005	11
Greater Brisbane	25-34		0	2010	24
Greater Brisbane	25-34		0	2015	25
Greater Brisbane	25-34		0	2016	12
Greater Brisbane	25-34		0	2017	4
Greater Brisbane	25-34		0	2018	12
Greater Brisbane	25-34		0	2019	18
Greater Brisbane	25-34		0	2020	7
Greater Brisbane	25-34		1		954
Greater Brisbane	25-34		1	2005	16449
Greater Brisbane	25-34		1	2010	8575
Greater Brisbane	25-34		1	2015	8649
Greater Brisbane	25-34		1	2016	1791
Greater Brisbane	25-34		1	2017	1803
Greater Brisbane	25-34		1	2018	2045
Greater Brisbane	25-34		1	2019	2132
Greater Brisbane	25-34		1	2020	1048
Greater Brisbane	25-34		1	2021	369
Greater Brisbane	25-34	Speaks English not well or not at all	0		171
Greater Brisbane	25-34	Speaks English not well or not at all	0	2005	238
Greater Brisbane	25-34	Speaks English not well or not at all	0	2010	596
Greater Brisbane	25-34	Speaks English not well or not at all	0	2015	1508
Greater Brisbane	25-34	Speaks English not well or not at all	0	2016	540
Greater Brisbane	25-34	Speaks English not well or not at all	0	2017	567
Greater Brisbane	25-34	Speaks English not well or not at all	0	2018	819
Greater Brisbane	25-34	Speaks English not well or not at all	0	2019	1233
Greater Brisbane	25-34	Speaks English not well or not at all	0	2020	398
Greater Brisbane	25-34	Speaks English not well or not at all	0	2021	83
Greater Brisbane	25-34	Speaks English well or very well	0		961
Greater Brisbane	25-34	Speaks English well or very well	0	2005	8468
Greater Brisbane	25-34	Speaks English well or very well	0	2010	13788
Greater Brisbane	25-34	Speaks English well or very well	0	2015	18634
Greater Brisbane	25-34	Speaks English well or very well	0	2016	5114
Greater Brisbane	25-34	Speaks English well or very well	0	2017	5521
Greater Brisbane	25-34	Speaks English well or very well	0	2018	6722
Greater Brisbane	25-34	Speaks English well or very well	0	2019	7826
Greater Brisbane	25-34	Speaks English well or very well	0	2020	2476
Greater Brisbane	25-34	Speaks English well or very well	0	2021	549
Greater Brisbane	35-44				414
Greater Brisbane	35-44			2005	28
Greater Brisbane	35-44			2010	25
Greater Brisbane	35-44			2015	17
Greater Brisbane	35-44			2017	4
Greater Brisbane	35-44			2018	7
Greater Brisbane	35-44			2019	5
Greater Brisbane	35-44			2020	3
Greater Brisbane	35-44		0		11
Greater Brisbane	35-44		0	2005	32
Greater Brisbane	35-44		0	2010	31
Greater Brisbane	35-44		0	2015	30
Greater Brisbane	35-44		0	2016	9
Greater Brisbane	35-44		0	2017	4
Greater Brisbane	35-44		0	2018	4
Greater Brisbane	35-44		0	2019	3
Greater Brisbane	35-44		1		891
Greater Brisbane	35-44		1	2005	24566
Greater Brisbane	35-44		1	2010	12891
Greater Brisbane	35-44		1	2015	8328
Greater Brisbane	35-44		1	2016	1150
Greater Brisbane	35-44		1	2017	979
Greater Brisbane	35-44		1	2018	912
Greater Brisbane	35-44		1	2019	923
Greater Brisbane	35-44		1	2020	415
Greater Brisbane	35-44		1	2021	226
Greater Brisbane	35-44	Speaks English not well or not at all	0		187
Greater Brisbane	35-44	Speaks English not well or not at all	0	2005	732
Greater Brisbane	35-44	Speaks English not well or not at all	0	2010	2150
Greater Brisbane	35-44	Speaks English not well or not at all	0	2015	2171
Greater Brisbane	35-44	Speaks English not well or not at all	0	2016	460
Greater Brisbane	35-44	Speaks English not well or not at all	0	2017	456
Greater Brisbane	35-44	Speaks English not well or not at all	0	2018	530
Greater Brisbane	35-44	Speaks English not well or not at all	0	2019	606
Greater Brisbane	35-44	Speaks English not well or not at all	0	2020	239
Greater Brisbane	35-44	Speaks English not well or not at all	0	2021	68
Greater Brisbane	35-44	Speaks English well or very well	0		728
Greater Brisbane	35-44	Speaks English well or very well	0	2005	19062
Greater Brisbane	35-44	Speaks English well or very well	0	2010	26556
Greater Brisbane	35-44	Speaks English well or very well	0	2015	16925
Greater Brisbane	35-44	Speaks English well or very well	0	2016	3053
Greater Brisbane	35-44	Speaks English well or very well	0	2017	2845
Greater Brisbane	35-44	Speaks English well or very well	0	2018	2731
Greater Brisbane	35-44	Speaks English well or very well	0	2019	2689
Greater Brisbane	35-44	Speaks English well or very well	0	2020	987
Greater Brisbane	35-44	Speaks English well or very well	0	2021	416
Greater Brisbane	45-54				200
Greater Brisbane	45-54			2005	34
Greater Brisbane	45-54			2010	25
Greater Brisbane	45-54			2015	14
Greater Brisbane	45-54		0		17
Greater Brisbane	45-54		0	2005	25
Greater Brisbane	45-54		0	2010	15
Greater Brisbane	45-54		0	2015	10
Greater Brisbane	45-54		0	2016	3
Greater Brisbane	45-54		0	2017	7
Greater Brisbane	45-54		0	2018	5
Greater Brisbane	45-54		1		944
Greater Brisbane	45-54		1	2005	40252
Greater Brisbane	45-54		1	2010	11348
Greater Brisbane	45-54		1	2015	4849
Greater Brisbane	45-54		1	2016	493
Greater Brisbane	45-54		1	2017	469
Greater Brisbane	45-54		1	2018	460
Greater Brisbane	45-54		1	2019	433
Greater Brisbane	45-54		1	2020	218
Greater Brisbane	45-54		1	2021	123
Greater Brisbane	45-54	Speaks English not well or not at all	0		208
Greater Brisbane	45-54	Speaks English not well or not at all	0	2005	2323
Greater Brisbane	45-54	Speaks English not well or not at all	0	2010	2150
Greater Brisbane	45-54	Speaks English not well or not at all	0	2015	1440
Greater Brisbane	45-54	Speaks English not well or not at all	0	2016	320
Greater Brisbane	45-54	Speaks English not well or not at all	0	2017	304
Greater Brisbane	45-54	Speaks English not well or not at all	0	2018	304
Greater Brisbane	45-54	Speaks English not well or not at all	0	2019	422
Greater Brisbane	45-54	Speaks English not well or not at all	0	2020	169
Greater Brisbane	45-54	Speaks English not well or not at all	0	2021	47
Greater Brisbane	45-54	Speaks English well or very well	0		460
Greater Brisbane	45-54	Speaks English well or very well	0	2005	20381
Greater Brisbane	45-54	Speaks English well or very well	0	2010	12146
Greater Brisbane	45-54	Speaks English well or very well	0	2015	5698
Greater Brisbane	45-54	Speaks English well or very well	0	2016	814
Greater Brisbane	45-54	Speaks English well or very well	0	2017	718
Greater Brisbane	45-54	Speaks English well or very well	0	2018	613
Greater Brisbane	45-54	Speaks English well or very well	0	2019	590
Greater Brisbane	45-54	Speaks English well or very well	0	2020	346
Greater Brisbane	45-54	Speaks English well or very well	0	2021	142
Greater Brisbane	55-64				152
Greater Brisbane	55-64			2005	36
Greater Brisbane	55-64			2010	10
Greater Brisbane	55-64			2015	6
Greater Brisbane	55-64		0		13
Greater Brisbane	55-64		0	2005	38
Greater Brisbane	55-64		0	2010	8
Greater Brisbane	55-64		0	2015	4
Greater Brisbane	55-64		1		978
Greater Brisbane	55-64		1	2005	46813
Greater Brisbane	55-64		1	2010	5638
Greater Brisbane	55-64		1	2015	1868
Greater Brisbane	55-64		1	2016	210
Greater Brisbane	55-64		1	2017	219
Greater Brisbane	55-64		1	2018	197
Greater Brisbane	55-64		1	2019	236
Greater Brisbane	55-64		1	2020	138
Greater Brisbane	55-64		1	2021	90
Greater Brisbane	55-64	Speaks English not well or not at all	0		242
Greater Brisbane	55-64	Speaks English not well or not at all	0	2005	4381
Greater Brisbane	55-64	Speaks English not well or not at all	0	2010	1166
Greater Brisbane	55-64	Speaks English not well or not at all	0	2015	1166
Greater Brisbane	55-64	Speaks English not well or not at all	0	2016	303
Greater Brisbane	55-64	Speaks English not well or not at all	0	2017	261
Greater Brisbane	55-64	Speaks English not well or not at all	0	2018	284
Greater Brisbane	55-64	Speaks English not well or not at all	0	2019	808
Greater Brisbane	55-64	Speaks English not well or not at all	0	2020	384
Greater Brisbane	55-64	Speaks English not well or not at all	0	2021	54
Greater Brisbane	55-64	Speaks English well or very well	0		326
Greater Brisbane	55-64	Speaks English well or very well	0	2005	19605
Greater Brisbane	55-64	Speaks English well or very well	0	2010	3534
Greater Brisbane	55-64	Speaks English well or very well	0	2015	1441
Greater Brisbane	55-64	Speaks English well or very well	0	2016	206
Greater Brisbane	55-64	Speaks English well or very well	0	2017	171
Greater Brisbane	55-64	Speaks English well or very well	0	2018	175
Greater Brisbane	55-64	Speaks English well or very well	0	2019	230
Greater Brisbane	55-64	Speaks English well or very well	0	2020	167
Greater Brisbane	55-64	Speaks English well or very well	0	2021	45
Greater Brisbane	65-74				117
Greater Brisbane	65-74			2005	55
Greater Brisbane	65-74			2010	3
Greater Brisbane	65-74		0		16
Greater Brisbane	65-74		0	2005	37
Greater Brisbane	65-74		0	2010	5
Greater Brisbane	65-74		0	2015	3
Greater Brisbane	65-74		0	2017	3
Greater Brisbane	65-74		0	2019	6
Greater Brisbane	65-74		1		942
Greater Brisbane	65-74		1	2005	40530
Greater Brisbane	65-74		1	2010	1619
Greater Brisbane	65-74		1	2015	869
Greater Brisbane	65-74		1	2016	143
Greater Brisbane	65-74		1	2017	130
Greater Brisbane	65-74		1	2018	148
Greater Brisbane	65-74		1	2019	174
Greater Brisbane	65-74		1	2020	104
Greater Brisbane	65-74		1	2021	58
Greater Brisbane	65-74	Speaks English not well or not at all	0		194
Greater Brisbane	65-74	Speaks English not well or not at all	0	2005	4453
Greater Brisbane	65-74	Speaks English not well or not at all	0	2010	741
Greater Brisbane	65-74	Speaks English not well or not at all	0	2015	1032
Greater Brisbane	65-74	Speaks English not well or not at all	0	2016	240
Greater Brisbane	65-74	Speaks English not well or not at all	0	2017	213
Greater Brisbane	65-74	Speaks English not well or not at all	0	2018	221
Greater Brisbane	65-74	Speaks English not well or not at all	0	2019	669
Greater Brisbane	65-74	Speaks English not well or not at all	0	2020	297
Greater Brisbane	65-74	Speaks English not well or not at all	0	2021	27
Greater Brisbane	65-74	Speaks English well or very well	0		289
Greater Brisbane	65-74	Speaks English well or very well	0	2005	13989
Greater Brisbane	65-74	Speaks English well or very well	0	2010	753
Greater Brisbane	65-74	Speaks English well or very well	0	2015	471
Greater Brisbane	65-74	Speaks English well or very well	0	2016	81
Greater Brisbane	65-74	Speaks English well or very well	0	2017	78
Greater Brisbane	65-74	Speaks English well or very well	0	2018	89
Greater Brisbane	65-74	Speaks English well or very well	0	2019	201
Greater Brisbane	65-74	Speaks English well or very well	0	2020	122
Greater Brisbane	65-74	Speaks English well or very well	0	2021	32
Greater Brisbane	75-84				173
Greater Brisbane	75-84			2005	80
Greater Brisbane	75-84			2010	6
Greater Brisbane	75-84			2017	5
Greater Brisbane	75-84		0		19
Greater Brisbane	75-84		0	2005	38
Greater Brisbane	75-84		1		955
Greater Brisbane	75-84		1	2005	23242
Greater Brisbane	75-84		1	2010	686
Greater Brisbane	75-84		1	2015	374
Greater Brisbane	75-84		1	2016	64
Greater Brisbane	75-84		1	2017	66
Greater Brisbane	75-84		1	2018	50
Greater Brisbane	75-84		1	2019	89
Greater Brisbane	75-84		1	2020	37
Greater Brisbane	75-84		1	2021	28
Greater Brisbane	75-84	Speaks English not well or not at all	0		146
Greater Brisbane	75-84	Speaks English not well or not at all	0	2005	2844
Greater Brisbane	75-84	Speaks English not well or not at all	0	2010	347
Greater Brisbane	75-84	Speaks English not well or not at all	0	2015	286
Greater Brisbane	75-84	Speaks English not well or not at all	0	2016	64
Greater Brisbane	75-84	Speaks English not well or not at all	0	2017	54
Greater Brisbane	75-84	Speaks English not well or not at all	0	2018	54
Greater Brisbane	75-84	Speaks English not well or not at all	0	2019	157
Greater Brisbane	75-84	Speaks English not well or not at all	0	2020	65
Greater Brisbane	75-84	Speaks English not well or not at all	0	2021	3
Greater Brisbane	75-84	Speaks English well or very well	0		225
Greater Brisbane	75-84	Speaks English well or very well	0	2005	6426
Greater Brisbane	75-84	Speaks English well or very well	0	2010	204
Greater Brisbane	75-84	Speaks English well or very well	0	2015	157
Greater Brisbane	75-84	Speaks English well or very well	0	2016	19
Greater Brisbane	75-84	Speaks English well or very well	0	2017	29
Greater Brisbane	75-84	Speaks English well or very well	0	2018	32
Greater Brisbane	75-84	Speaks English well or very well	0	2019	72
Greater Brisbane	75-84	Speaks English well or very well	0	2020	40
Greater Brisbane	75-84	Speaks English well or very well	0	2021	12
Greater Brisbane	85+				227
Greater Brisbane	85+			2005	50
Greater Brisbane	85+		0		18
Greater Brisbane	85+		0	2005	28
Greater Brisbane	85+		1		749
Greater Brisbane	85+		1	2005	6433
Greater Brisbane	85+		1	2010	166
Greater Brisbane	85+		1	2015	93
Greater Brisbane	85+		1	2016	16
Greater Brisbane	85+		1	2017	4
Greater Brisbane	85+		1	2018	22
Greater Brisbane	85+		1	2019	14
Greater Brisbane	85+		1	2020	8
Greater Brisbane	85+		1	2021	5
Greater Brisbane	85+	Speaks English not well or not at all	0		189
Greater Brisbane	85+	Speaks English not well or not at all	0	2005	1583
Greater Brisbane	85+	Speaks English not well or not at all	0	2010	89
Greater Brisbane	85+	Speaks English not well or not at all	0	2015	52
Greater Brisbane	85+	Speaks English not well or not at all	0	2016	11
Greater Brisbane	85+	Speaks English not well or not at all	0	2017	15
Greater Brisbane	85+	Speaks English not well or not at all	0	2018	7
Greater Brisbane	85+	Speaks English not well or not at all	0	2019	34
Greater Brisbane	85+	Speaks English not well or not at all	0	2020	11
Greater Brisbane	85+	Speaks English not well or not at all	0	2021	3
Greater Brisbane	85+	Speaks English well or very well	0		230
Greater Brisbane	85+	Speaks English well or very well	0	2005	2062
Greater Brisbane	85+	Speaks English well or very well	0	2010	54
Greater Brisbane	85+	Speaks English well or very well	0	2015	24
Greater Brisbane	85+	Speaks English well or very well	0	2016	3
Greater Brisbane	85+	Speaks English well or very well	0	2018	3
Greater Brisbane	85+	Speaks English well or very well	0	2019	17
Greater Brisbane	85+	Speaks English well or very well	0	2020	5
Rest of Qld	0-14				52
Rest of Qld	0-14			2010	3
Rest of Qld	0-14			2015	3
Rest of Qld	0-14			2018	7
Rest of Qld	0-14			2019	3
Rest of Qld	0-14			2020	4
Rest of Qld	0-14			2021	9
Rest of Qld	0-14		0		24
Rest of Qld	0-14		0	2015	5
Rest of Qld	0-14		0	2018	9
Rest of Qld	0-14		0	2019	26
Rest of Qld	0-14		0	2020	28
Rest of Qld	0-14		0	2021	15
Rest of Qld	0-14		1		647
Rest of Qld	0-14		1	2010	2108
Rest of Qld	0-14		1	2015	5350
Rest of Qld	0-14		1	2016	1234
Rest of Qld	0-14		1	2017	1132
Rest of Qld	0-14		1	2018	1198
Rest of Qld	0-14		1	2019	1320
Rest of Qld	0-14		1	2020	819
Rest of Qld	0-14		1	2021	421
Rest of Qld	0-14	Speaks English not well or not at all	0		119
Rest of Qld	0-14	Speaks English not well or not at all	0	2010	9
Rest of Qld	0-14	Speaks English not well or not at all	0	2015	40
Rest of Qld	0-14	Speaks English not well or not at all	0	2016	22
Rest of Qld	0-14	Speaks English not well or not at all	0	2017	47
Rest of Qld	0-14	Speaks English not well or not at all	0	2018	148
Rest of Qld	0-14	Speaks English not well or not at all	0	2019	380
Rest of Qld	0-14	Speaks English not well or not at all	0	2020	188
Rest of Qld	0-14	Speaks English not well or not at all	0	2021	121
Rest of Qld	0-14	Speaks English well or very well	0		366
Rest of Qld	0-14	Speaks English well or very well	0	2010	763
Rest of Qld	0-14	Speaks English well or very well	0	2015	2892
Rest of Qld	0-14	Speaks English well or very well	0	2016	914
Rest of Qld	0-14	Speaks English well or very well	0	2017	1081
Rest of Qld	0-14	Speaks English well or very well	0	2018	1259
